date,symbol,open,high,low,close,volume,sector
2020-01-01,SYM000,99.80475928998437,100.01518873810112,99.69307843543002,99.8810440560303,4614825.852834238,SEC0
2020-01-02,SYM000,99.00694651469863,99.23545772166173,97.55688376786462,97.65251251082843,2626764.192240061,SEC0
2020-01-03,SYM000,98.32319311695211,101.31357926827013,97.147671588378,100.77683580153214,4946916.887538434,SEC0
2020-01-06,SYM000,99.46215522264805,100.07139935097472,97.75398061886058,98.09167101351044,4382909.56347175,SEC0
2020-01-07,SYM000,97.43044627215922,97.84375216982752,95.381986721487,96.42029636242604,2871538.060187699,SEC0
2020-01-08,SYM000,96.70765239853026,98.04207551520945,96.40069926886936,97.82408917768713,2062516.4639404255,SEC0
2020-01-09,SYM000,97.84122483501896,98.22197098157548,96.36210126860279,96.8281182279137,3442465.4663085905,SEC0
2020-01-10,SYM000,97.5176095104193,99.5818846337154,96.1018182807857,97.53450131862036,2546898.847713764,SEC0
2020-01-13,SYM000,97.58986874154435,99.02625109752707,96.00642497658124,97.67489149769798,5823840.520862646,SEC0
2020-01-14,SYM000,98.10388142113307,98.98125748184073,97.90198550666658,98.37169509068423,4027615.12303246,SEC0
2020-01-15,SYM000,98.0584566515275,99.44196382743965,97.49064358973678,98.97824529468974,5351565.885707774,SEC0
2020-01-16,SYM000,98.81196372960164,99.90187004377962,96.6726256298814,97.78892464683877,4070868.6292852256,SEC0
2020-01-17,SYM000,98.07808945856107,99.41925647679683,97.35509474318843,98.65185559086692,4270252.302910226,SEC0
2020-01-20,SYM000,98.42788561870627,98.81526302211302,97.14666032094189,97.47188822721444,2693280.164710601,SEC0
2020-01-21,SYM000,97.65847139152788,98.52620644596723,95.18315376134201,96.22971653300105,5186758.800758016,SEC0
2020-01-22,SYM000,95.35587446051288,96.62803581368591,94.98519316106366,96.23003463545837,8249349.93312903,SEC0
2020-01-23,SYM000,96.77205391544442,97.93669385387015,96.24093547038804,97.49558218648664,3342929.442636852,SEC0
2020-01-24,SYM000,96.85109579451314,97.01742855331405,96.56285200057938,96.87474169226127,2884716.008342768,SEC0
2020-01-27,SYM000,96.14444996962935,97.00913361629473,92.93290647553505,94.16331317778395,3747722.273243526,SEC0
2020-01-28,SYM000,93.85734657607361,94.83096608352832,93.70679321514261,94.70256282565892,3026979.850423097,SEC0
2020-01-29,SYM000,93.60115730559085,94.02045781881961,91.2992124166182,92.10958556957291,2928911.102531273,SEC0
2020-01-30,SYM000,91.6285836501094,92.0864046021328,89.7400470619164,90.53194660791046,4141367.6308418615,SEC0
2020-01-31,SYM000,90.94938560230315,91.2871630391942,90.7861528731388,91.0888259227278,3301887.981844843,SEC0
2020-02-03,SYM000,90.49325203226239,90.65713216757617,89.13173037537099,89.32111479492141,7487950.084589823,SEC0
2020-02-04,SYM000,88.34181639605501,89.27265022290834,86.41688659257291,87.33931606617479,3952754.0809633257,SEC0
2020-02-05,SYM000,86.5222822220193,86.99061502059001,84.99556987082532,85.56473816157548,4546478.69441354,SEC0
2020-02-06,SYM000,86.29782162130483,87.32196153419467,85.59121744538885,86.79414915732897,5919298.580440023,SEC0
2020-02-07,SYM000,86.3756711323478,87.01454212401599,84.95942720190702,85.60922394832016,3363253.019285891,SEC0
2020-02-10,SYM000,84.4947063454585,84.82551301214825,83.78880221005127,84.06549551822651,7449390.331998525,SEC0
2020-02-11,SYM000,84.61041685834063,84.90513863290599,84.46715754746333,84.81012005600077,2854092.3664106005,SEC0
